duration,fpackets,bpackets,fbytes,bbytes,label,id
490.0463237762,139,155,75307,69014,16302,2259
459.0680100918,136,159,79630,66419,16302,2260
410.6562819481,140,159,78155,66433,16302,2261
340.0323021412,100,105,53299,44116,16302,2262
408.9293050766,138,157,76096,66569,16302,2263
361.7572448254,99,111,54135,46840,16302,2264
308.2630679607,75,84,39959,35730,16302,2265
480.2452950478,136,157,78366,63841,16302,2266
308.364248991,87,96,46237,40796,16302,2267
308.3207879066,87,97,47325,41144,16302,2268
541.8065638542,116,134,67305,53561,16302,2269
308.2072329521,89,99,49043,40053,16302,2270
88.4003200531,19,18,10279,5554,16302,2271
88.2767813206,19,17,9431,5478,16302,2272
410.23990798,138,157,77989,66106,16302,2273
340.0655071735,91,98,48153,41538,16302,2274
88.3048861027,19,17,6887,5478,16302,2275
390.2752430439,140,156,77931,64115,16302,2276
460.3711009026,141,159,79318,69830,16302,2277
148.3473680019,36,38,17247,14567,16302,2278
88.950248003,18,17,6833,5478,16302,2279
88.6513411999,18,17,6833,5494,16302,2280
340.0499510765,85,92,45142,39165,16302,2281
389.0380179882,141,159,79132,67965,16302,2282
370.0371251106,116,124,62133,50643,16302,2283
438.2620470524,125,142,69679,60685,16302,2284
380.326366663,145,156,77465,65997,16302,2285
388.909799099,139,159,80229,65268,16302,2286
510.3601298332,134,156,76018,66364,16302,2287
1.2473740578,13,31,4226,14716,14302,2288
380.3385090828,138,157,78223,66361,16302,2289
468.5779671669,123,139,68654,58555,16302,2290
98.3954498768,23,23,9918,8027,16302,2291
460.0330429077,121,136,66439,58802,16302,2292
98.390568018,22,23,9864,7995,16302,2293
249.9843900204,77,86,41869,34575,16302,2294
519.1116597652,139,159,78864,67805,16302,2295
380.4743020535,140,156,77931,64243,16302,2296
158.573292017,41,44,20332,17116,16302,2297
420.31178689,140,160,78928,69810,16302,2298
488.220659256,132,150,75111,61200,16302,2299
307.9885601997,82,87,42155,36757,16302,2300
298.2424747944,83,93,45776,37520,16302,2301
429.940060854,125,142,69908,61304,16302,2302
458.4536371231,143,158,78227,66438,16302,2303
490.0176742077,121,136,67916,54735,16302,2304
178.588558197,43,44,20264,17036,16302,2305
460.3732511997,137,158,77481,70137,16302,2306
298.4802350998,91,104,50558,42206,16302,2307
108.6028132439,23,23,9742,7947,16302,2308
489.9711942673,124,141,69726,59410,16302,2309
488.1970889568,126,146,71667,59856,16302,2310
468.7028861046,130,148,73681,62163,16302,2311
389.1888380051,136,158,76681,68000,16302,2312
459.0537741184,137,159,78330,67297,16302,2313
27.9666545391,16,26,7904,19645,14302,2314
108.6576550007,15,14,4853,4451,16302,2315
400.4590809345,138,156,77402,63237,16302,2316
130.0242669582,21,19,9420,5869,16302,2317
0.4619920254,10,13,1478,11311,15302,2318
430.2693619728,138,158,76432,68623,16302,2319
540.7475562096,144,159,80002,64660,16302,2320
308.4416875839,85,95,45953,38726,16302,2321
478.6229259968,139,158,76955,67984,16302,2322
126.6937208176,27,29,13077,10560,16302,2323
308.375010252,89,99,48931,40117,16302,2324
478.9558968544,133,157,78124,63713,16302,2325
160.0050065517,65,68,32738,29065,16302,2326
390.068390131,133,156,76924,63285,16302,2327
86.7183201313,17,17,6779,5478,16302,2328
268.4155590534,66,71,33715,28642,16302,2329
400.4682257175,136,158,79027,66837,16302,2330
440.2216870785,141,157,78603,66821,16302,2331
448.4259471893,115,128,62842,52258,16302,2332
388.8822991848,135,158,77635,66406,16302,2333
88.5622711182,17,17,6779,5494,16302,2334
430.3230051994,138,159,78517,68604,16302,2335
430.3211419582,138,155,77060,63368,16302,2336
0.8671691418,11,14,4134,13808,14302,2337
220.0455801487,64,71,34662,30172,16302,2338
438.5345289707,130,145,72492,60689,16302,2339
378.8786127567,136,157,76457,66042,16302,2340
438.4324967861,127,144,72016,62176,16302,2341
498.6897158623,132,150,72957,63912,16302,2342
1.0847458839,11,6,4587,3416,14302,2343
421.960288763,138,156,77172,65262,16302,2344
308.4693028927,89,99,49043,40069,16302,2345
398.7800149918,137,158,77887,66342,16302,2346
478.486934185,115,133,65988,55623,16302,2347
358.9861040115,133,157,75405,67176,16302,2348
288.204944849,86,94,46130,39622,16302,2349
570.5423209667,139,157,79353,61763,16302,2350
348.3090760708,103,117,56415,49885,16302,2351
288.490352869,84,97,47031,41304,16302,2352
488.7722420692,138,158,77845,66438,16302,2353
370.5324196815,139,157,75974,66473,16302,2354
369.985076189,110,125,63041,51103,16302,2355
129.9907631874,35,35,16350,15054,16302,2356
440.4680922031,140,159,78337,68524,16302,2357
448.6199998856,136,157,76441,65962,16302,2358
98.1210920811,22,23,9864,8027,16302,2359
0.4682400227,11,13,1532,11311,15302,2360
430.4946072102,138,158,78532,63900,16302,2361
98.2340078354,23,23,9918,8027,16302,2362
420.1932537556,139,158,77516,68990,16302,2363
129.9249951839,41,40,19137,15501,16302,2364
429.8843553066,127,140,69222,60737,16302,2365
147.9158523083,33,35,16669,12438,16302,2366
448.5278697014,134,158,77773,66342,16302,2367
368.8455407619,138,157,76821,66042,16302,2368
88.1655509472,17,17,6779,5494,16302,2369
400.468157053,137,158,77641,64459,16302,2370
88.3869998455,16,14,5552,3924,16302,2371
390.5001223087,139,158,78096,67457,16302,2372
159.9837322235,44,48,22114,18074,16302,2373
448.6172099113,138,159,79093,66770,16302,2374
370.5783960819,138,156,76943,65965,16302,2375
350.3722968102,139,159,78251,68460,16302,2376
380.560888052,136,157,77272,63488,16302,2377
490.6239011288,137,158,77374,65478,16302,2378
190.000795126,51,56,26656,24127,16302,2379
306.2729628086,84,97,47019,41304,16302,2380
308.1270358562,87,99,48210,40676,16302,2381
268.4029061794,56,65,30360,26109,16302,2382
308.4355130196,87,99,48999,40149,16302,2383
490.007601738,109,124,61046,51359,16302,2384
106.6589920521,28,29,13003,10560,16302,2385
98.2939138412,22,23,9864,8027,16302,2386
86.4631941319,17,17,6779,5494,16302,2387
530.3057472706,136,158,77368,65590,16302,2388
129.9848582745,28,30,13029,10635,16302,2389
309.898337841,73,80,39515,31595,16302,2390
308.0575628281,90,103,50318,43725,16302,2391
418.2833259106,118,141,69205,58263,16302,2392
129.9566719532,24,27,11219,9672,16302,2393
450.1668457985,137,156,77246,65326,16302,2394
428.3383209705,140,159,77596,68971,16302,2395
118.1747610569,27,29,12949,10528,16302,2396
508.9433460236,138,158,79498,64301,16302,2397
350.2147989273,142,158,77293,68016,16302,2398
288.0536179543,67,74,35187,29541,16302,2399
429.9372522831,108,121,59724,52359,16302,2400
468.1589829922,136,152,75188,62262,16302,2401
468.1052708626,132,154,76316,64792,16302,2402
528.3449540138,137,155,76922,66782,16302,2403
440.4591231346,139,159,77861,66513,16302,2404
458.4210939407,135,156,76595,63956,16302,2405
398.4837598801,143,159,78099,68444,16302,2406
97.7842502594,23,23,9918,8027,16302,2407
339.9675309658,93,108,51865,43851,16302,2408
420.3417143822,139,157,77978,67588,16302,2409
428.6209149361,142,157,79063,62994,16302,2410
428.4238979816,139,158,76923,68384,16302,2411
88.2000930309,19,17,6887,5494,16302,2412
429.8883571625,105,118,58368,49674,16302,2413
438.7668471336,140,158,78081,66022,16302,2414
378.6833963394,136,157,77390,65515,16302,2415
408.6501808167,138,156,77114,63733,16302,2416
398.9101397991,139,159,78059,68412,16302,2417
362.0315170288,98,113,55132,46309,16302,2418
318.1891422272,79,87,42873,35083,16302,2419
380.4349308014,137,158,77396,69006,16302,2420
307.7897720337,73,80,39307,31627,16302,2421
298.2367148399,65,69,32792,29174,16302,2422
339.9652678967,114,119,59733,49177,16302,2423
547.9875223637,127,138,69248,57201,16302,2424
450.539880991,136,159,78296,65906,16302,2425
298.0840098858,76,87,42743,34747,16302,2426
458.513944149,138,158,77674,67841,16302,2427
249.8722290993,69,76,37497,30604,16302,2428
428.5950212479,143,158,77939,66438,16302,2429
420.2915313244,143,158,76973,66037,16302,2430
508.3327670097,142,158,78285,66550,16302,2431
288.0737140179,84,98,47541,39753,16302,2432
418.2100689411,143,160,78702,69271,16302,2433
129.8980579376,32,33,14839,11550,16302,2434
468.2423100472,141,159,78167,68444,16302,2435
368.8402338028,138,157,76677,65962,16302,2436
97.8914761543,23,23,9918,8027,16302,2437
390.2743449211,138,157,76575,64031,16302,2438
418.0494291782,139,160,79211,68936,16302,2439
87.9294691086,17,17,6779,5494,16302,2440
402.5753438473,139,158,78826,67872,16302,2441
328.0331349373,80,88,43497,35590,16302,2442
428.2502946854,139,156,76699,64020,16302,2443
249.8733751774,65,75,35815,31707,16302,2444
398.7450852394,140,160,79910,68329,16302,2445
480.1503617764,140,156,76945,63940,16302,2446
77.8933460712,12,11,3694,2961,16302,2447
318.2144780159,97,111,54081,46777,16302,2448
430.5129411221,137,158,78484,65815,16302,2449
438.4824118614,133,157,77143,64240,16302,2450
127.6859378815,28,29,13003,10512,16302,2451
362.3999788761,95,108,52906,45254,16302,2452
508.7082078457,137,158,77743,66422,16302,2453
307.7899720669,91,102,49268,43329,16302,2454
297.8591928482,98,115,56172,48711,16302,2455
309.922188282,87,94,45831,38886,16302,2456
498.8458230495,139,157,78400,63825,16302,2457
520.4645040035,140,159,77696,67628,16302,2458
370.6060390472,138,158,77072,66757,16302,2459
107.8369030952,27,29,12949,10512,16302,2460
309.9231257439,97,108,52678,43324,16302,2461
428.4475500584,139,157,77483,64352,16302,2462
480.4133479595,137,160,78105,68039,16302,2463
0.4445271492,10,13,1478,11311,15302,2464
0.229375124,6,4,688,580,16302,2465
398.4095139503,141,160,78132,67607,16302,2466
97.4485092163,24,25,9871,11326,16302,2467
430.6026721001,138,159,77807,66529,16302,2468
97.5524749756,22,23,9864,8027,16302,2469
480.701363802,141,157,77271,66026,16302,2470
0.4300701618,10,13,1478,11311,15302,2471
477.993884325,130,145,70983,62986,16302,2472
418.5594918728,141,156,78065,62678,16302,2473
87.8016541004,17,17,6779,5494,16302,2474
430.0764837265,112,123,60553,51811,16302,2475
438.4119472504,144,159,79246,67901,16302,2476
97.3436532021,23,23,9918,8027,16302,2477
175.8553402424,43,44,20446,17131,16302,2478
127.4410979748,28,29,13003,10560,16302,2479
117.9788758755,28,29,13003,10560,16302,2480
97.4462630749,22,23,9864,8027,16302,2481
320.3939599991,104,114,55855,45777,16302,2482
360.1461749077,137,157,77977,66329,16302,2483
87.9255237579,17,17,6779,5494,16302,2484
159.9050719738,33,36,16695,12545,16302,2485
418.2733337879,138,158,77205,68080,16302,2486
291.2506079674,108,110,63072,44500,16302,2487
87.604716301,18,17,6833,5494,16302,2488
94.4819662571,17,9,3964,2778,16302,2489
67.338490963,16,6,10058,1288,16302,2490
36.1049771309,11,7,1465,643,16302,2491
174.1065928936,44,48,22264,20325,16302,2492
417.9812710285,136,159,77807,68000,16302,2493
400.020553112,134,156,76765,64036,16302,2494
127.3600332737,28,29,13003,10560,16302,2495
410.1909487247,141,159,78710,65922,16302,2496
480.3418579102,143,159,77133,68219,16302,2497
127.3318049908,28,29,13003,10560,16302,2498
129.8982300758,28,30,13029,10635,16302,2499
487.7598030567,123,141,69837,58707,16302,2500
430.0101883411,122,136,67587,57289,16302,2501
0.4451768398,8,6,1163,4325,14302,2502
428.4974145889,135,158,77667,66438,16302,2503
249.8784823418,76,81,39224,34240,16302,2504
518.4706068039,128,141,72416,58996,16302,2505
350.2600140572,102,116,58285,47304,16302,2506
157.9162290096,53,59,29884,23945,16302,2507
403.7906122208,142,163,81441,71284,16302,2508
491.6778342724,141,155,77755,62777,16302,2509
118.0246191025,27,29,12949,10560,16302,2510
117.9781227112,34,42,17851,12650,16302,2511
250.1181640625,71,78,39855,31092,16302,2512
390.8556189537,110,114,66615,48491,16302,2513
341.8728117943,104,107,60921,45690,16302,2514
156.8257660866,45,43,27682,17313,16302,2515
40.7275850773,11,7,1178,643,16302,2516
430.5246620178,133,156,76188,64562,16302,2517
129.4552249908,33,33,15043,13529,16302,2518
419.1066222191,136,158,77561,66406,16302,2519
77.2023947239,25,26,16884,11194,16302,2520
77.2023868561,33,44,14772,25325,16302,2521
102.5895459652,33,55,4674,60287,16302,2522
102.584859848,47,107,4540,136561,16302,2523
102.5848450661,89,225,8119,289440,16302,2524
75.43988204,29,34,17750,10900,16302,2525
135.4725642204,67,106,38299,68881,16302,2526
212.2876362801,61,82,47653,26019,16302,2527
101.601706028,21,24,4336,18167,13302,2528
127.4144673347,44,81,3701,103351,16302,2529
257.8009688854,83,92,44800,37220,16302,2530
157.6394839287,13,5,1217,449,16302,2531
378.7508721352,141,158,77282,67205,16302,2532
309.9816410542,90,103,50013,43085,16302,2533
187.6656320095,13,5,1217,449,16302,2534
105.4997956753,49,92,3566,121042,16302,2535
370.2501940727,133,157,76423,66250,16302,2536
247.9156470299,67,72,35774,28655,16302,2537
410.557062149,136,156,76835,66061,16302,2538
155.6599779129,13,5,1217,449,16302,2539
298.211933136,88,102,49106,43345,16302,2540
185.6391270161,13,5,1217,449,16302,2541
408.3995301723,139,159,78886,67777,16302,2542
99.9759840965,17,16,5936,6293,16302,2543
107.5477972031,59,137,4511,183649,16302,2544
367.9835298061,123,139,69704,57808,16302,2545
115.9560790062,117,243,9076,329050,16302,2546
420.4136250019,147,210,122256,74840,16302,2547
400.3738057613,137,208,119328,70715,16302,2548
418.9565770626,139,170,92315,67558,16302,2549
130.0639302731,34,35,16168,15262,16302,2550
254.640857935,55,62,29133,24459,16302,2551
428.5350019932,137,157,78031,64544,16302,2552
248.7066721916,67,75,35587,31915,16302,2553
178.1505770683,63,70,34774,28535,16302,2554
79.9131860733,22,21,9033,9549,16302,2555
267.0445358753,78,89,43614,35122,16302,2556
167.6123011112,13,5,1217,449,16302,2557
378.609418869,136,158,75567,69598,16302,2558
257.969815731,72,78,41365,31188,16302,2559
259.9765341282,72,81,39071,31702,16302,2560
119.256414175,48,99,3917,128513,16302,2561
368.7491660118,137,158,76266,69055,16302,2562
438.5312201977,137,158,79391,65100,16302,2563
185.6854958534,13,5,1217,449,16302,2564
418.5185139179,138,158,76144,69071,16302,2565
0.4864680767,7,6,1109,4325,14302,2566
398.4764909744,133,157,77415,64528,16302,2567
437.7748191357,121,136,66557,59363,16302,2568
390.3428330421,138,158,78021,66662,16302,2569
368.9312229157,135,156,75806,64483,16302,2570
388.7758140564,142,205,81599,70121,16302,2571
438.0778059959,128,139,69915,61317,16302,2572
370.1984641552,139,157,78059,64016,16302,2573
418.1358549595,138,158,76272,69087,16302,2574
88.2639307976,18,17,6961,5494,16302,2575
358.6100010872,136,158,79289,65116,16302,2576
179.9424366951,51,58,26528,24471,16302,2577
95.6073646545,30,39,2583,46423,16302,2578
319.7779099941,96,105,51260,44500,16302,2579
418.5255601406,136,157,76585,66234,16302,2580
448.5188052654,139,158,79179,64924,16302,2581
155.0427961349,13,5,1217,449,16302,2582
246.3579189777,68,78,36638,33405,16302,2583
0.4479010105,10,13,1478,11311,15302,2584
320.1183509827,134,158,76130,66932,16302,2585
149.9209551811,30,33,14731,11598,16302,2586
114.9427373409,40,71,3080,92209,16302,2587
258.0822889805,67,72,35294,28463,16302,2588
369.9460399151,103,119,56697,52382,16302,2589
437.8605520725,120,137,67745,55834,16302,2590
177.5376791954,13,5,1217,449,16302,2591
437.8607749939,131,152,75836,64321,16302,2592
105.5899710655,34,61,2756,77638,16302,2593
378.7647819519,141,158,76354,68911,16302,2594
136.1324841976,48,99,3917,128625,16302,2595
317.8575322628,88,101,48738,41355,16302,2596
165.4759430885,13,5,1217,449,16302,2597
254.1220767498,55,62,29906,24108,16302,2598
370.5180909634,134,156,76301,63956,16302,2599
90.0563657284,27,26,11978,11239,16302,2600
114.7123608589,33,51,2702,62939,16302,2601
279.8830211163,79,91,43112,38626,16302,2602
154.7926712036,13,5,1217,449,16302,2603
257.9727950096,61,70,33568,29794,16302,2604
390.7803730965,141,156,76508,66812,16302,2605
184.6031081676,13,5,1217,449,16302,2606
105.2892079353,38,65,2972,83587,16302,2607
84.6243181229,18,17,6833,5494,16302,2608
119.9214558601,29,31,13211,12849,16302,2609
402.6074347496,135,158,78455,63916,16302,2610
136.0365169048,78,195,5537,264673,16302,2611
190.2410669327,48,53,24522,21139,16302,2612
129.9983563423,34,35,16296,15278,16302,2613
165.184183836,13,5,1217,449,16302,2614
388.3180088997,136,159,77412,69467,16302,2615
114.6616339684,37,68,2918,87658,16302,2616
438.1305317879,129,152,74682,62310,16302,2617
400.8873147964,134,158,75730,66756,16302,2618
154.6069450378,13,5,1217,449,16302,2619
257.8093731403,64,73,35548,30837,16302,2620
388.521335125,134,157,77805,64448,16302,2621
408.7146840096,139,158,76843,68544,16302,2622
368.0420229435,139,158,77122,65738,16302,2623
189.8678541183,55,58,26744,24471,16302,2624
418.1092782021,139,157,76747,66234,16302,2625
117.8199708462,29,29,13057,10560,16302,2626
351.8316342831,140,157,77212,64975,16302,2627
162.0193908215,41,43,19489,17915,16302,2628
251.762583971,74,84,39777,35922,16302,2629
422.2676501274,143,160,80162,66286,16302,2630
258.9661679268,85,92,44892,37332,16302,2631
438.6322417259,135,158,75934,68991,16302,2632
257.2161257267,81,92,44404,37588,16302,2633
398.3470480442,137,159,77498,69499,16302,2634
447.8239498138,123,142,70408,60046,16302,2635
378.3666577339,135,157,75806,66777,16302,2636
447.5447030067,132,154,75879,65559,16302,2637
69.578758955,13,11,4345,2434,16302,2638
418.3799147606,138,158,77845,66678,16302,2639
257.9041492939,78,86,41587,34687,16302,2640
358.6161642075,134,157,77112,65055,16302,2641
188.4964542389,54,58,26818,24487,16302,2642
250.1674158573,73,82,38656,34443,16302,2643
388.7532017231,136,158,77849,66662,16302,2644
438.0277140141,118,136,67307,57497,16302,2645
0.4648919106,10,13,1478,11311,15302,2646
338.7629370689,135,157,75385,67384,16302,2647
388.5154106617,134,157,77405,64384,16302,2648
99.8908519745,20,19,7740,7256,16302,2649
398.153501749,143,159,78339,69004,16302,2650
409.2049849033,133,158,77575,66678,16302,2651
379.8341217041,130,156,75312,64483,16302,2652
438.8055260181,143,160,79172,69798,16302,2653
254.998800993,72,83,40250,33309,16302,2654
299.0659711361,91,110,51731,44082,16302,2655
440.7987821102,136,160,76554,70085,16302,2656
258.3559648991,74,82,39704,32945,16302,2657
258.0948569775,72,79,38779,33322,16302,2658
370.4519648552,137,157,78569,67240,16302,2659
258.0128600597,67,77,37181,30664,16302,2660
94.2581152916,83,219,5807,299129,16302,2661
280.4864320755,77,88,41687,36992,16302,2662
134.1695950031,31,51,2594,63051,16302,2663
389.6394839287,137,159,77370,67361,16302,2664
370.9449398518,139,158,76657,64954,16302,2665
163.3036689758,13,5,1217,449,16302,2666
258.177349329,69,73,37444,30789,16302,2667
113.391947031,55,125,4295,166725,16302,2668
430.9675180912,143,159,78163,68844,16302,2669
399.0360059738,135,156,76435,63844,16302,2670
97.3757777214,22,23,9864,8027,16302,2671
163.3600678444,13,5,1217,449,16302,2672
248.5035209656,85,94,45980,39846,16302,2673
430.9221537113,134,157,75858,64638,16302,2674
91.7148427963,36,59,2864,74181,16302,2675
368.3990390301,137,158,77242,67205,16302,2676
121.2200751305,59,131,4511,174579,16302,2677
127.5738222599,27,29,12949,10560,16302,2678
151.0457241535,13,5,1217,449,16302,2679
341.4913778305,137,157,76735,66314,16302,2680
271.3947238922,69,79,36846,33448,16302,2681
280.8124229908,78,91,43431,38019,16302,2682
409.0145199299,135,158,77038,67189,16302,2683
438.0956690311,127,144,72042,58683,16302,2684
389.3400378227,138,158,77973,66662,16302,2685
381.8337600231,139,157,76731,66282,16302,2686
399.4098541737,133,157,75778,66745,16302,2687
258.5136511326,92,99,48021,41983,16302,2688
280.6795012951,74,85,39803,36029,16302,2689
370.6770572662,105,124,61001,50292,16302,2690
379.1432051659,137,157,76767,66234,16302,2691
448.8378522396,132,152,74786,66347,16302,2692
97.6557533741,52,115,3771,153457,16302,2693
438.7180528641,132,152,74327,62837,16302,2694
124.9167878628,31,51,2594,62939,16302,2695
429.8574931622,133,158,77559,66662,16302,2696
388.0981957912,140,159,78097,66497,16302,2697
260.474489212,79,85,41908,35823,16302,2698
160.1169166565,52,58,28176,23100,16302,2699
259.9069817066,76,87,42102,34235,16302,2700
1.0474648476,10,6,2293,3416,14302,2701
248.0243797302,85,93,46129,39434,16302,2702
144.1943700314,13,5,1217,449,16302,2703
301.1773228645,75,86,41862,35914,16302,2704
388.5927820206,134,158,77240,67269,16302,2705
408.4309000969,136,157,77124,64959,16302,2706
451.4516596794,134,158,75778,66868,16302,2707
103.6287369728,57,125,4403,166725,16302,2708
258.754475832,64,72,34556,30425,16302,2709
0.4518041611,11,13,1532,11311,15302,2710
132.7780148983,48,100,3512,132561,16302,2711
258.4743027687,61,70,33600,29810,16302,2712
284.7849388123,87,100,49451,40671,16302,2713
448.8706097603,133,151,74760,64069,16302,2714
372.3031241894,141,157,76855,66250,16302,2715
113.7962179184,37,68,2918,87658,16302,2716
399.8602888584,134,157,75960,66777,16302,2717
150.9131510258,13,5,1217,449,16302,2718
438.7728857994,115,133,65231,56918,16302,2719
348.6896431446,137,158,78047,66310,16302,2720
109.1010527611,39,67,3431,84773,16302,2721
448.6438376904,130,148,71724,64892,16302,2722
439.1757750511,133,147,73539,60285,16302,2723
168.5124528408,13,5,1217,449,16302,2724
439.1561050415,128,148,72672,63042,16302,2725
471.0307171345,132,147,72269,63905,16302,2726
98.4719619751,38,67,3377,84421,16302,2727
127.4714050293,40,71,3080,92049,16302,2728
368.1431457996,133,156,75698,64563,16302,2729
157.4940030575,13,5,1217,449,16302,2730
449.0790219307,133,155,75981,67885,16302,2731
78.0831768513,12,11,3694,2961,16302,2732
107.9927399158,37,61,2918,77638,16302,2733
448.9981527329,133,159,77154,69499,16302,2734
145.0484182835,13,5,1217,449,16302,2735
69.8266260624,13,11,4345,2434,16302,2736
449.1690728664,121,141,69276,59618,16302,2737
380.4118890762,135,159,78659,67042,16302,2738
94.7761368752,84,219,5861,299113,16302,2739
439.1144578457,133,152,75074,62390,16302,2740
134.078425169,47,97,3863,125653,16302,2741
163.202327013,13,5,1217,449,16302,2742
248.2010831833,60,66,30592,28771,16302,2743
451.4192330837,132,151,75233,61323,16302,2744
91.8265688419,61,143,4619,192441,16302,2745
419.1789422035,133,158,76002,69087,16302,2746
121.7699129581,62,125,4673,166725,16302,2747
87.794960022,17,17,6779,5494,16302,2748
268.7176859379,89,102,50605,41144,16302,2749
411.3188872337,136,159,75609,70121,16302,2750
170.6714060307,13,5,1217,449,16302,2751
409.8733990192,135,157,78216,63409,16302,2752
100.7993838787,53,113,4187,148057,16302,2753
258.8621909618,65,72,34482,30425,16302,2754
130.2374720573,58,131,4457,174579,16302,2755
370.2787840366,137,157,75914,66713,16302,2756
369.7631731033,107,122,59531,51431,16302,2757
169.2494089603,13,5,1217,449,16302,2758
248.2324790955,85,92,45036,37220,16302,2759
438.7118229866,133,158,77607,66854,16302,2760
127.0170810223,28,36,2432,42611,16302,2761
448.8694639206,122,138,67384,58559,16302,2762
156.9405932426,13,5,1217,449,16302,2763
389.7189469337,138,159,78997,67106,16302,2764
189.0295939446,13,5,1217,445,16302,2765
389.5992903709,138,158,76224,68991,16302,2766
449.0952720642,135,152,75182,62390,16302,2767
145.2739028931,13,5,1217,449,16302,2768
398.9957420826,139,158,78027,66694,16302,2769
175.191942215,13,5,1217,449,16302,2770
449.0029101372,137,151,74848,64069,16302,2771
461.1181190014,121,135,65869,58759,16302,2772
93.862860918,73,179,5267,243251,16302,2773
123.0220701694,55,117,4295,154955,16302,2774
163.0213255882,13,5,1217,449,16302,2775
278.1605861187,77,90,42882,38439,16302,2776
412.5253100395,135,158,77363,67094,16302,2777
258.710868597,68,79,38915,33034,16302,2778
113.7944760323,52,112,3728,149917,16302,2779
248.8162400723,74,80,38684,32154,16302,2780
151.9008381367,13,5,1217,449,16302,2781
319.071833849,105,120,58293,51056,16302,2782
0.4452033043,10,13,1478,11311,15302,2783
164.0557258129,13,5,1217,449,16302,2784
161.7425167561,13,5,1217,449,16302,2785
130.0127639771,31,33,14897,11710,16302,2786
371.405807972,134,156,76477,64036,16302,2787
381.4258546829,134,159,77266,66912,16302,2788
151.3748390675,13,5,1217,449,16302,2789
90.6063530445,10,9,2615,1546,16302,2790
116.2734410763,26,36,2324,42467,16302,2791
180.7955877781,13,5,1217,449,16302,2792
258.6281402111,70,78,38639,31108,16302,2793
99.688942194,62,143,4673,192437,16302,2794
348.9599821568,138,158,77312,67205,16302,2795
280.7534608841,81,91,43124,38546,16302,2796
80.4274230003,18,16,7456,4922,16302,2797
260.7786853313,74,82,40347,32146,16302,2798
158.0662908554,13,5,1217,449,16302,2799
378.8237760067,139,158,76374,69087,16302,2800
409.9233579636,140,156,76625,64036,16302,2801
108.1209080219,36,59,2864,74181,16302,2802
440.0774531364,141,160,79010,70055,16302,2803
78.1944909096,12,11,3694,2961,16302,2804
136.782544136,58,131,4457,174579,16302,2805
247.5991430283,87,95,46530,38183,16302,2806
10.8510742188,11,7,1598,5089,14302,2807
10.7277181149,14,21,1833,24235,14302,2808
176.5885047913,13,5,1217,449,16302,2809
431.434489727,139,159,76704,69210,16302,2810
98.3602941036,71,160,5234,215877,16302,2811
258.8391232491,63,72,35318,28559,16302,2812
125.062942028,36,67,3269,84773,16302,2813
368.9315471649,137,157,77050,64927,16302,2814
100.2128458023,21,20,8839,8706,16302,2815
154.0278959274,13,5,1217,449,16302,2816
368.8537976742,136,157,75988,66761,16302,2817
257.8128230572,67,73,35758,30869,16302,2818
114.1694135666,39,67,3431,84421,16302,2819
389.448032856,138,159,77696,69467,16302,2820
409.4063789845,134,156,76301,64036,16302,2821
143.8957252502,13,5,1217,449,16302,2822
78.0800449848,12,11,3694,2961,16302,2823
173.7964551449,13,5,1217,449,16302,2824
258.1923780441,100,113,55501,45638,16302,2825
92.0090470314,72,179,5213,243251,16302,2826
439.5168371201,115,129,63066,54520,16302,2827
131.4652559757,53,117,4187,154827,16302,2828
380.030174017,139,159,77798,69611,16302,2829
160.676668644,13,5,1217,445,16302,2830
258.6448521614,70,81,39764,32694,16302,2831
389.3207030296,137,158,78319,66806,16302,2832
257.9837579727,69,77,37289,30664,16302,2833
0.5144898891,10,12,2676,6415,13302,2834
418.9975290298,137,158,77418,67301,16302,2835
419.6164748669,136,158,78009,66790,16302,2836
389.3711659908,139,157,76571,66170,16302,2837
379.8902301788,132,156,75420,64483,16302,2838
449.3041110039,114,132,66068,58022,16302,2839
358.5700631142,138,156,76096,64563,16302,2840
248.6401350498,67,75,35587,31915,16302,2841
390.2427022457,138,159,79765,67410,16302,2842
409.588080883,136,158,76116,68959,16302,2843
441.3280751705,126,140,69519,58567,16302,2844
381.4451389313,136,156,76361,63796,16302,2845
162.7265002728,13,5,1185,464,16302,2846
359.239002943,132,157,75996,66857,16302,2847
369.7534730434,135,158,77358,67301,16302,2848
70.4275679588,13,11,4345,2434,16302,2849
381.8749501705,139,156,76523,63876,16302,2850
449.4919171333,136,155,76415,67949,16302,2851
399.9040775299,138,158,77696,67301,16302,2852
451.8058400154,124,136,68318,54751,16302,2853
0.4519941807,10,13,1478,11311,15302,2854
339.1499788761,143,157,77763,66873,16302,2855
392.0918548107,134,156,75949,63876,16302,2856
130.2686030865,32,31,13373,12833,16302,2857
399.6471581459,138,159,78341,69084,16302,2858
369.2953929901,133,157,76637,65102,16302,2859
428.9184641838,142,158,77085,69136,16302,2860
70.3524537086,13,11,4345,2434,16302,2861
469.3278782368,132,152,74862,65152,16302,2862
389.6215019226,134,157,77821,64512,16302,2863
0.9922180176,10,6,2293,3416,14302,2864
439.2307462692,137,154,75045,67425,16302,2865
451.7742140293,135,158,76008,66932,16302,2866
188.0726027489,13,5,1217,449,16302,2867
308.1729989052,97,110,53697,44739,16302,2868
65.4281010628,13,11,4345,2434,16302,2869
393.0531249046,119,134,66209,56737,16302,2870
