duration,fpackets,bpackets,fbytes,bbytes,label,id
0.8498210907,9,8,2415,4894,14202,258
1.0104660988,9,8,2415,4894,14202,259
0.8741090298,10,9,2469,5812,14202,260
4581.4429330826,2576,9361,201501,11465140,16202,261
1.4080252647,13,13,10121,6917,14202,262
0.8729496002,9,8,2415,4894,14202,263
7.6648201942,16,35,1580,37183,16202,264
7.6434381008,21,58,2087,69919,16202,265
7.6355600357,25,73,2303,91709,16202,266
3496.4500720501,1826,6584,142843,8036176,16202,267
8155.8586511612,4432,16038,347249,19652905,16202,268
0.8513646126,10,9,2469,5812,14202,269
1.1456780434,10,11,2469,5932,14202,270
7.6780099869,20,55,2033,65805,16202,271
7.3197729588,16,34,1580,36772,16202,272
7.8146371841,23,66,2195,81965,16202,273
7.4406001568,15,31,1763,32813,16202,274
1780.5153331757,1016,3883,80074,4756751,16202,275
0.8555738926,9,8,2415,4894,14202,276
10.1666209698,8,6,807,4278,14202,277
10.1663970947,10,7,1544,5121,14202,278
10.1637849808,11,9,1767,5566,14202,279
116.2863731384,55,85,4507,87994,16202,280
3.6196248531,8,8,1077,5672,14202,281
116.1965520382,22,25,1948,8634,16202,282
7.5435009003,20,55,2033,65810,16202,283
23378.4787158966,7934,13125,3840546,3785508,16202,284
0.9698600769,9,8,2415,4894,14202,285
116.1760127544,22,25,1948,8626,16202,286
8695.9213719368,4340,15582,340848,19225844,16202,287
1.0324001312,9,8,2415,4894,14202,288
1.1112701893,9,5,1802,3356,14202,289
0.8550941944,9,8,2415,4894,14202,290
7.6571371555,22,57,1904,68887,16202,291
7.298689127,14,31,1709,32682,16202,292
2370.3726439476,1409,4756,110373,5993278,16202,293
12.9847788811,40,110,5149,131188,16202,294
14.579182148,217,667,16646,907054,16202,295
7.3307740688,14,30,1593,30213,16202,296
7.3075101376,9,9,1437,1685,16202,297
7.3132967949,9,9,1526,1052,16202,298
181.7417631149,23,26,2835,5910,16202,299
7.961741209,65,226,5489,300391,16202,300
8.0163810253,32,91,3393,112883,16202,301
8.0153310299,49,168,4654,219480,16202,302
7.9419589043,37,108,3635,136790,16202,303
7.3962221146,17,33,2347,32765,16202,304
116.5259771347,801,2745,50766,3844541,18202,305
8846.8312079907,4441,15850,346236,19502033,16202,306
1.0389909744,9,8,2415,4894,14202,307
73.4678308964,8,12,1093,11072,14202,308
2710.0707988739,1555,2033,547153,591899,16202,309
121.5177628994,43,93,4481,94845,16202,310
121.1505458355,40,77,4337,74976,16202,311
121.0713818073,24,31,2670,16238,16202,312
124.0839653015,267,685,19802,906751,16202,313
115.6001973152,27,43,2306,32992,16202,314
13.0888779163,26,40,2964,18331,13202,315
115.6728057861,22,24,2225,8344,16202,316
181.597992897,78,52,7072,8551,16202,317
8.4290230274,43,130,4700,165525,16202,318
8.4632711411,41,133,4211,170061,16202,319
8.5477972031,56,212,4661,284153,16202,320
115.9886479378,762,2742,43156,3844369,18202,321
2631.046984911,1625,5107,125254,6370835,16202,322
7.2983818054,9,10,1467,3098,16202,323
228.0957472324,169,225,43172,116318,16202,324
15.5755059719,156,541,13311,727774,16202,325
7.322259903,15,30,1647,30214,16202,326
18.2778229713,26,38,2965,18223,13202,327
7.2990407944,9,9,1437,1686,16202,328
181.9205007553,75,52,6866,8512,16202,329
7.6252038479,33,87,2735,111035,16202,330
7.4649279118,19,39,1979,44066,16202,331
7.5083961487,16,42,1817,47723,16202,332
116.5016300678,768,2747,47760,3844633,18202,333
14860.1624131203,4678,7966,1589665,3246550,16202,334
31.3078730106,11,7,3709,462,16202,335
116.039317131,22,24,1948,8574,16202,336
0.6317520142,10,12,1510,6533,15202,337
0.8347711563,9,8,2415,4894,14202,338
0.8640117645,9,8,2415,4894,14202,339
1.0040650368,9,8,2415,4894,14202,340
65.0864629745,11,9,2368,5414,14202,341
125.4773001671,79,138,287348,39349,14202,342
2.8940711021,17,23,17039,16592,14202,343
0.839356184,9,8,2495,4894,14202,344
3.3055810928,9,8,1131,5672,14202,345
7.4717059135,16,44,1817,50724,16202,346
0.8334209919,9,8,2415,4894,14202,347
7.9639210701,79,287,4982,393442,16202,348
7.6196088791,23,45,2093,52328,16202,349
0.9949660301,9,5,1802,3356,14202,350
7.3041379452,14,27,1961,26163,16202,351
0.3706810474,10,28,1531,31538,16202,352
7.3308980465,14,30,1752,30631,16202,353
7.8993029594,60,212,4236,287987,16202,354
116.1643822193,30,58,2749,51107,16202,355
116.1555240154,25,41,2109,29416,16202,356
116.1755859852,32,65,2487,61443,16202,357
7.957212925,80,307,5273,423295,16202,358
475.2838258743,222,613,19527,755853,16202,359
116.2355690002,22,25,2057,9343,16202,360
98.5672531128,24,25,5399,9733,18202,361
7.3037030697,10,13,1500,7622,18202,362
7.3256559372,10,13,1402,6986,18202,363
116.2474629879,25,39,2389,27051,16202,364
2.6425688267,9,8,1131,5672,14202,365
116.1560771465,23,24,2035,8556,16202,366
155.2209737301,40,87,3264,86051,16202,367
7.3301529884,14,30,1709,30414,16202,368
8.0240001678,144,379,8605,524579,16202,369
7.9619808197,60,238,3988,324450,16202,370
7.3248388767,14,31,1709,32880,16202,371
136.1691758633,66,218,5028,272900,16202,372
7.3213322163,14,28,1472,27238,16202,373
116.1871862412,26,46,2163,36743,16202,374
0.9884290695,9,8,2415,4894,14202,375
0.6389732361,8,6,1099,4325,14202,376
116.1526706219,127,255,8773,330532,16202,377
0.9663770199,9,8,2415,4894,14202,378
0.4345958233,10,10,1478,6381,15202,379
7.3232898712,10,12,1289,5567,16202,380
116.2384414673,27,44,2217,34437,16202,381
116.1613740921,32,66,2857,63538,16202,382
0.9662742615,9,8,2415,4894,14202,383
116.4028611183,29,60,2325,54918,16202,384
116.397755146,32,71,2487,70947,16202,385
1.1335749626,9,5,1802,3356,14202,386
0.4488198757,10,10,1478,6381,15202,387
7.2997524738,13,26,1655,25400,16202,388
7.3167250156,9,9,1472,1835,16202,389
0.4215390682,10,10,1478,6381,15202,390
7.3145947456,12,29,1601,29340,16202,391
156.8115489483,33965,79210,1880138,111971965,16202,392
0.9601709843,9,8,2415,4894,14202,393
115.9714457989,26,48,2443,39448,16202,394
7.493694067,17,42,1666,47684,16202,395
1.7667088509,20,25,27484,13500,14202,396
0.8817780018,10,9,2469,5812,14202,397
0.5088787079,7,6,1973,4357,14202,398
182.1162240505,77,54,6992,8693,16202,399
61.3977429867,9,8,1871,4891,14202,400
116.1553256512,27,51,2217,42309,16202,401
116.2265892029,22,25,1914,8557,16202,402
7.3059411049,10,12,1503,5020,18202,403
7.3217144012,14,22,1723,19037,16202,404
8.3217241764,82,327,5381,450108,16202,405
7.9283323288,18,47,1925,55315,16202,406
8.1200890541,112,462,7001,641668,16202,407
135.1512248516,102,368,6981,483926,16202,408
0.4579980373,10,10,1478,6381,15202,409
7.3216650486,15,33,1558,35008,16202,410
7.4708662033,18,43,1925,49827,16202,411
0.9576258659,9,8,2415,4894,14202,412
116.1621031761,27,53,2217,44139,16202,413
116.1482400894,28,51,2271,43397,16202,414
116.1531431675,70,253,4539,327479,16202,415
116.1653060913,70,251,4539,325794,16202,416
23.7781350613,8,7,1004,4833,14202,417
3.0986869335,45,174,4420,228300,16202,418
25.5694470406,6235,15875,356024,22422730,16202,419
4.5464589596,19,49,3050,55788,16202,420
7.3492369652,16,31,1863,32062,16202,421
7.3353612423,16,39,1580,43114,16202,422
116.1566450596,27,50,2217,41752,16202,423
7.3606860638,17,34,1884,36373,16202,424
116.1557581425,25,44,2389,34410,16202,425
116.3717930317,22,26,2062,11306,18202,426
72031.4424140453,42160,58530,19345160,18398804,16202,427
14.5682981014,157,542,12834,732959,16202,428
7.3165886402,17,30,1755,30213,16202,429
117.7604730129,47,121,4373,135120,16202,430
117.5077149868,27,36,3257,20933,16202,431
7.3322989941,9,9,1472,1814,16202,432
117.6202046871,1054,2736,69428,3844125,18202,433
0.8583800793,9,8,2415,4894,14202,434
0.9603250027,9,8,2415,4894,14202,435
0.6312568188,11,10,4738,6291,14202,436
109.5581152439,22,21,16776,6984,14202,437
116.1761310101,27,48,2217,40271,16202,438
0.976228714,10,9,2469,5812,14202,439
7.4522747993,22,48,2154,56444,16202,440
1.0788531303,9,8,2415,4894,14202,441
63.2142350674,8,12,1093,11152,14202,442
7.4319078922,11,13,1475,6092,16202,443
7.4338753223,10,13,1406,6091,16202,444
7.3208122253,15,27,1776,25812,16202,445
7.4122490883,16,33,2129,32404,16202,446
7.3161962032,12,20,1695,16944,16202,447
115.5431740284,28,48,2489,40231,16202,448
0.9688928127,10,5,1856,3356,14202,449
8.1392908096,168,408,11297,563582,16202,450
0.8372180462,9,8,2415,4894,14202,451
115.9981579781,27,49,2217,40282,16202,452
7.3032991886,10,12,1289,5587,16202,453
45.2603671551,8,8,1077,5672,14202,454
116.3067798615,23,25,1968,8550,16202,455
116.3056418896,22,25,1914,8189,16202,456
116.3017921448,21,24,1860,8400,16202,457
116.3043210506,22,25,1975,10354,16202,458
1.061950922,11,16,4118,15264,14202,459
0.4349317551,10,10,1478,6381,15202,460
116.1742422581,86,316,5403,417053,16202,461
0.4488558769,10,10,1478,6381,15202,462
7.5702798367,15,38,1763,42596,16202,463
125.712736845,46,124,3956,138492,16202,464
65.4125478268,17,18,3233,8412,18202,465
7.3433561325,10,12,1581,4974,18202,466
7.3457188606,10,12,1583,4969,18202,467
7.9672420025,76,299,5057,410973,16202,468
7.3314890862,11,13,1359,6984,16202,469
0.4401400089,10,10,1478,6381,15202,470
115.5331721306,29,56,2325,50862,16202,471
7.5382921696,21,58,1882,69882,16202,472
7.300724268,9,9,1472,1921,16202,473
0.8966319561,9,8,2415,4894,14202,474
116.6974992752,23,31,2482,15992,16202,475
42.4099671841,8537,23946,474187,33830478,16202,476
116.1514060497,31,69,2433,66368,16202,477
116.3091669083,93,321,6558,415228,16202,478
0.557267189,17,80,1704,92361,16202,479
1.0364432335,9,8,2415,4894,14202,480
0.9732120037,9,8,2415,4894,14202,481
8.0719165802,108,419,6580,579218,16202,482
1.07188797,10,11,1478,6441,15202,483
115.4265470505,31,67,2433,64222,16202,484
7.5601620674,18,54,1925,64802,16202,485
115.4997758865,31,69,2433,68780,16202,486
125.2757179737,38,93,3256,97190,16202,487
7.5608048439,16,22,3425,11343,16202,488
3.0422041416,18,66,2146,83916,16202,489
9.6710448265,2058,5201,130851,7342867,16202,490
0.839425087,10,9,2469,5812,14202,491
91.892026186,486,878,1101526,662189,14202,492
0.8413169384,10,10,5493,5872,14202,493
116.1558232307,36,99,2703,101015,16202,494
0.4262490273,10,10,1478,6381,15202,495
115.9823439121,30,63,2379,58118,16202,496
8.9256837368,44,171,4399,228298,16202,497
116.5346348286,28,52,2521,42280,16202,498
10.2474489212,1801,4914,118110,6936848,16202,499
116.1690781116,32,66,2857,62910,16202,500
1.0871801376,12,17,5676,15340,14202,501
7.3102447987,12,26,1601,25400,16202,502
146.012360096,55,152,4556,177755,16202,503
7.313388586,12,20,1853,17060,16202,504
8.703316927,16,52,2042,65474,16202,505
0.3441660404,11,29,1773,32952,16202,506
0.4517178535,13,43,1880,52748,16202,507
0.4707143307,19,64,2205,83796,16202,508
2.2588560581,14,46,1934,55636,16202,509
1.6792356968,11,30,1773,33012,16202,510
116.1514203548,86,263,5403,341949,16202,511
7.319229126,13,24,1450,21475,16202,512
116.1470372677,28,52,2271,45735,16202,513
7.4467570782,16,40,1817,45224,16202,514
115.9974958897,29,59,2325,53353,16202,515
7.4422068596,17,44,1871,50453,16202,516
125.1570978165,34,80,2937,81190,16202,517
0.9494690895,9,8,2415,4894,14202,518
7.4384889603,12,16,2127,7841,16202,519
7.3157887459,9,10,1634,2312,16202,520
0.3530468941,11,29,1694,32374,16202,521
0.6323521137,29,117,2661,156794,16202,522
0.3566339016,11,29,1694,32952,16202,523
0.3747422695,14,44,1855,54915,16202,524
0.7356190681,21,27,2390,28192,16202,525
0.5141510963,20,69,2179,88926,16202,526
0.5307631493,11,10,1532,6269,15202,527
52463.5810611248,26815,34016,7259994,6826739,16202,528
15.7401759624,194,671,14988,913294,16202,529
7.3427989483,14,30,1593,30214,16202,530
8.610994339,24,39,2859,18307,13202,531
187.5883953571,79,53,7590,9048,16202,532
7.3009252548,9,9,1437,1685,16202,533
9.8465111256,53,150,5967,187459,16202,534
0.3854382038,13,36,1879,44204,16202,535
0.4998011589,18,57,2152,73898,16202,536
0.4586541653,12,41,1825,49920,16202,537
0.4270129204,13,43,1882,52748,16202,538
7.419054985,9,10,1589,2305,16202,539
6576.3102602959,1515,3793,178581,3858863,16202,540
0.4243149757,10,10,1478,6269,15202,541
10.2108123302,13,22,1779,26049,14202,542
10.2105779648,8,6,807,4278,14202,543
22.0962440968,4966,15384,272930,21742000,16202,544
7.5462269783,19,52,1979,62300,16202,545
0.4353768826,10,10,1478,6269,15202,546
7.4451990128,17,43,1871,48701,16202,547
156.7048521042,119,238,8678,297417,16202,548
0.3489091396,12,30,1748,33760,16202,549
1.058475256,9,5,1802,3356,14202,550
9.6758718491,433,1614,25441,2267510,18202,551
0.9620640278,9,8,2415,4894,14202,552
182.0962328911,79,54,7175,8735,16202,553
0.46920228,15,46,1990,56990,16202,554
10.2098238468,10,7,1544,5089,14202,555
1.2726969719,35,116,3867,146379,16202,556
103.8726930618,24,25,5400,9703,18202,557
7.2958681583,9,11,1467,4053,16202,558
2.0692386627,9,8,3954,4752,14202,559
8.714990139,13,16,2099,7841,16202,560
7.3252851963,10,13,1478,6097,16202,561
61.6375379562,15,16,1606,7698,18202,562
196.663163662,23339,61068,1346506,84928778,18202,563
66.3584432602,14,15,1561,4819,18202,564
65.0818889141,15,14,2299,2365,18202,565
61.8501341343,13,12,1737,1558,18202,566
0.9923429489,9,8,2415,4894,14202,567
7.2985517979,10,13,1500,7621,18202,568
7.3215517998,11,13,1456,6979,18202,569
10.2068517208,8,6,807,4278,14202,570
10.2065250874,10,7,1544,5089,14202,571
10.2037417889,14,22,1817,26049,14202,572
7.4131085873,13,28,1655,27997,16202,573
7.3274190426,20,38,1796,42287,16202,574
116.179445982,27,43,2217,33445,16202,575
225.190474987,50,101,4182,91697,16202,576
0.9831511974,9,8,2415,4894,14202,577
0.9361567497,9,5,1898,3356,14202,578
99.5238399506,24,25,5826,9707,18202,579
117.5707900524,708,1358,56810,1875943,18202,580
115.5731341839,21,22,2188,6215,18202,581
115.5726659298,21,22,2186,6215,18202,582
116.2778248787,21,22,2108,6403,18202,583
116.1579389572,25,40,2389,29795,16202,584
0.8508121967,9,8,2415,4894,14202,585
25.6923260689,2697,7038,152039,9932191,16202,586
7.3217999935,17,37,2123,40596,16202,587
0.4609549046,10,10,1478,6269,15202,588
116.0986709595,23,26,2112,9707,16202,589
7.2975199223,14,29,1962,29567,16202,590
1.7415509224,372,1753,21266,2470688,16202,591
5.8714871407,240,1030,14136,1448366,16202,592
15.5958032608,1109,4358,61064,6150237,16202,593
1.6985061169,17,21,22629,10840,14202,594
116.1750769615,27,48,2217,39305,16202,595
116.156607151,27,48,2217,40057,16202,596
7.4767429829,19,42,1774,46995,16202,597
1.0077953339,9,8,2415,4894,14202,598
7.586081028,20,47,1828,54803,16202,599
7.3100366592,10,12,1521,5885,16202,600
0.3821439743,11,29,1585,32952,16202,601
116.3367156982,70,218,4551,276069,16202,602
116.2559869289,49,133,3828,156019,16202,603
7.4642608166,21,49,1850,57061,16202,604
7.2985236645,13,28,1655,28522,16202,605
116.1459770203,61,186,4053,232463,16202,606
7.4946439266,16,39,1817,43133,16202,607
0.9873769283,9,8,2415,4894,14202,608
7.3137619495,9,11,1456,3518,16202,609
7.3190541267,10,13,1255,5941,16202,610
102.5719919205,24,25,5826,9511,18202,611
7.3187060356,10,12,1581,4967,18202,612
7.3050780296,10,12,1583,4973,18202,613
7.3237981796,14,27,1804,26056,18202,614
7.3194348812,10,12,1503,5013,18202,615
2.111479044,15,46,1890,55901,18202,616
9.4318919182,335,836,21959,1164211,18202,617
115.7492001057,21,25,1878,9822,16202,618
3.2811050415,8,8,1077,5672,14202,619
116.1581399441,28,55,2271,48429,16202,620
7.5169248581,23,54,2195,65162,16202,621
0.5046672821,16,76,1650,93677,16202,622
316.2754940987,185,612,12869,750835,16202,623
115.9907159805,25,37,2432,23618,16202,624
